year,duration,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
2004,77,4.5,5038,29.0,59.0,66.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,111,6.6,15040,67.0,136.0,145.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,93,6.5,11296,53.0,88.0,91.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,126,8.0,76333,74.0,145.0,161.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,91,6.4,1154,54.0,10.0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,88,5.8,5732,34.0,102.0,104.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004,113,6.1,51109,47.0,224.0,119.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,94,7.2,324712,63.0,619.0,166.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,128,6.0,3813,47.0,77.0,50.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,105,7.6,65010,73.0,256.0,148.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,86,6.3,69624,44.0,226.0,115.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,98,5.3,1741,19.0,33.0,38.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,131,6.4,77478,48.0,364.0,130.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,115,6.5,54336,47.0,326.0,106.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,135,7.5,46846,68.0,316.0,123.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,105,7.7,20826,63.0,182.0,97.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,100,4.7,3019,30.0,95.0,22.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,125,6.5,351814,58.0,678.0,207.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,119,6.0,35049,38.0,107.0,93.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,101,5.6,181945,29.0,1351.0,147.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,73,5.8,1552,74.0,30.0,33.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,152,7.7,136097,73.0,461.0,199.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,97,7.0,324817,66.0,652.0,126.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,90,7.2,30259,74.0,164.0,124.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,92,6.3,1216,61.0,54.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,104,7.0,10578,61.0,125.0,56.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2004,88,4.9,17522,42.0,98.0,78.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,87,7.2,31754,72.0,228.0,137.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,105,7.1,11258,68.0,31.0,74.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,95,6.9,25041,63.0,204.0,150.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,156,8.2,324686,82.0,636.0,209.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,89,5.4,119,30.0,2.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,102,7.9,7886,59.0,29.0,8.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,89,5.1,12098,56.0,107.0,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,108,6.0,103340,44.0,266.0,151.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,105,6.7,2526,74.0,35.0,67.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,121,8.1,329292,79.0,674.0,153.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,81,4.4,3204,39.0,75.0,47.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,100,7.4,18190,78.0,31.0,53.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,92,6.7,225525,55.0,409.0,146.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,102,6.2,62656,43.0,366.0,123.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,109,7.1,14246,63.0,132.0,91.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,131,6.1,240561,35.0,1377.0,127.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,95,5.9,43716,29.0,156.0,93.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,106,6.8,3577,75.0,38.0,78.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,136,6.7,76379,54.0,354.0,144.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,90,5.3,1484,45.0,17.0,23.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,77,6.9,96229,68.0,462.0,134.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2004,97,4.5,39581,27.0,188.0,80.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,101,7.4,33667,87.0,179.0,161.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,99,6.9,420,63.0,7.0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,108,6.8,193135,62.0,629.0,185.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,141,6.2,20889,53.0,157.0,116.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,99,7.9,502322,76.0,981.0,272.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,74,5.5,994,31.0,19.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,118,7.2,58029,70.0,323.0,126.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,95,5.7,804,32.0,51.0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2004,93,7.1,805,62.0,8.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,78,6.8,848,61.0,13.0,17.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,170,7.5,327091,77.0,841.0,262.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,99,6.4,2770,55.0,42.0,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,91,5.9,137206,49.0,920.0,218.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2004,80,5.7,8310,49.0,66.0,47.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,86,4.9,164,45.0,13.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,96,6.6,178782,46.0,564.0,188.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2004,86,6.0,26408,39.0,215.0,71.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2004,126,7.8,95403,75.0,304.0,191.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,132,6.6,14488,40.0,69.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2004,103,6.3,78956,38.0,337.0,146.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2004,88,6.6,2327,52.0,34.0,27.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,88,4.8,150,43.0,3.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,74,5.4,756,49.0,9.0,9.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,93,6.8,1921,62.0,20.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,93,6.4,970,52.0,15.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,104,6.7,2113,76.0,28.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,107,6.8,264,59.0,7.0,17.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,93,5.9,530,55.0,76.0,22.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,91,5.2,9511,33.0,48.0,52.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,94,6.5,91946,60.0,379.0,70.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,143,8.5,18180,76.0,67.0,15.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,83,4.6,2359,63.0,66.0,49.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2004,94,6.7,884,55.0,23.0,17.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,94,6.2,1613,64.0,20.0,44.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,97,6.9,1264,44.0,4.0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,108,8.3,889875,89.0,1825.0,297.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2004,85,5.8,543,38.0,8.0,15.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,94,6.2,183375,35.0,698.0,205.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2004,107,8.3,1399,36.0,14.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,100,6.8,1127,57.0,7.0,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,84,5.8,14473,38.0,140.0,74.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,76,5.4,19812,50.0,108.0,101.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,88,1.9,29546,9.0,130.0,37.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2004,122,6.8,302680,72.0,652.0,105.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004,100,6.6,168056,61.0,523.0,180.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,93,4.3,11114,39.0,92.0,61.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,115,8.0,642759,90.0,947.0,237.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,95,6.2,30951,43.0,154.0,75.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2004,101,7.3,230596,59.0,1108.0,297.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,104,7.0,4680,71.0,47.0,72.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2004,90,5.8,380,41.0,11.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,82,6.4,294,64.0,2.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,118,6.7,14343,46.0,256.0,88.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,83,7.2,882,61.0,11.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,91,5.0,21435,33.0,120.0,70.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,97,7.0,1436,64.0,16.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,90,5.1,3070,43.0,119.0,66.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2004,98,6.8,24327,74.0,160.0,164.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,119,7.3,175733,62.0,671.0,269.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,118,7.0,47063,79.0,210.0,192.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,90,7.3,19119,56.0,69.0,54.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,104,7.0,11891,65.0,118.0,93.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,86,5.8,283,49.0,3.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,88,7.1,179391,64.0,332.0,143.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,115,6.6,3134,62.0,31.0,53.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,97,5.9,1812,35.0,24.0,17.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2004,97,4.7,176,65.0,6.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,99,5.4,41002,22.0,267.0,113.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,100,6.7,11931,53.0,112.0,106.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,85,7.6,4608,77.0,29.0,68.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,128,7.4,396732,55.0,706.0,152.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,90,5.8,2316,51.0,28.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,87,4.8,37840,46.0,247.0,163.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004,106,7.7,196369,67.0,658.0,236.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,103,7.6,371979,46.0,1620.0,234.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2004,89,6.9,1416,63.0,13.0,49.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,170,7.9,4183,73.0,28.0,38.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2004,104,5.5,13718,57.0,69.0,66.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,110,5.2,12054,33.0,97.0,83.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,140,8.1,37339,64.0,241.0,85.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,86,6.9,648,66.0,15.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,101,7.7,351032,61.0,542.0,216.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,97,4.7,28465,40.0,163.0,50.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,115,6.7,1659,46.0,9.0,29.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,90,6.1,1313,59.0,28.0,44.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,89,6.4,4722,62.0,129.0,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,127,7.3,532565,83.0,1458.0,321.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,95,3.9,25698,37.0,248.0,56.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,99,6.9,2814,70.0,21.0,58.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,107,5.3,17180,36.0,118.0,75.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,106,6.6,1520,65.0,47.0,15.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,87,6.4,9931,61.0,68.0,65.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,95,4.3,12967,36.0,229.0,75.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,111,6.8,4423,75.0,41.0,83.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2004,109,6.5,772,53.0,23.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2004,98,5.5,158,49.0,12.0,8.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,115,5.8,6375,37.0,52.0,52.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,117,7.5,10676,76.0,45.0,88.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,80,5.8,183,64.0,8.0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,115,7.6,70227,75.0,155.0,215.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,105,6.6,2183,60.0,19.0,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,80,6.4,55428,45.0,265.0,147.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,102,6.9,1315,68.0,16.0,45.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,95,7.5,17484,87.0,83.0,148.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,91,3.6,6744,9.0,167.0,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,153,7.9,13336,86.0,78.0,106.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,99,6.8,32631,53.0,139.0,187.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,90,6.6,388,79.0,5.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,101,5.8,1111,41.0,9.0,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,90,7.5,3061,74.0,29.0,62.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,80,6.2,3337,65.0,53.0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,183,6.9,2644,76.0,14.0,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,81,5.5,773,62.0,13.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,94,5.9,166799,55.0,1572.0,127.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,105,4.9,1984,46.0,71.0,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,98,5.8,213,57.0,10.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,98,6.6,3615,61.0,22.0,46.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,135,6.5,1419,61.0,30.0,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,94,5.5,53650,34.0,138.0,80.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,93,6.6,3922,44.0,31.0,25.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,73,6.5,7651,63.0,111.0,96.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,108,7.6,3241,52.0,22.0,37.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,73,5.0,384,50.0,11.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,87,6.0,352,41.0,23.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,109,6.7,1797,84.0,24.0,55.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,92,6.5,21913,24.0,99.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,114,6.6,4734,45.0,32.0,60.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,122,6.6,637,74.0,15.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2005,117,5.2,10303,55.0,138.0,83.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2005,117,7.7,14153,77.0,150.0,93.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,91,7.4,22126,71.0,161.0,97.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,95,5.9,182,60.0,7.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,132,6.7,21056,48.0,195.0,85.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,91,5.3,104,50.0,6.0,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,87,4.9,122,26.0,2.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,100,7.1,1470,70.0,16.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,98,6.9,898,64.0,10.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,124,5.8,1215,46.0,15.0,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,107,6.9,2738,50.0,7.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,95,4.8,1400,54.0,6.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,96,4.0,538,41.0,15.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,84,6.8,888,60.0,16.0,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,101,4.2,18668,24.0,315.0,117.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,144,7.2,262672,63.0,1020.0,228.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,80,4.3,392,32.0,10.0,34.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,96,6.6,20487,69.0,95.0,119.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,124,6.0,90793,41.0,497.0,157.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,106,5.1,154,56.0,3.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,95,6.4,657,43.0,18.0,14.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,77,6.4,302,73.0,4.0,18.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,135,6.9,48187,53.0,755.0,86.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2005,106,6.3,10278,54.0,92.0,98.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,87,7.0,2934,71.0,35.0,66.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,93,7.0,1612,67.0,21.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,89,6.1,3043,41.0,23.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,90,7.4,4924,68.0,49.0,43.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,132,7.0,5309,80.0,47.0,87.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,85,7.4,123120,87.0,332.0,213.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,102,6.6,758,64.0,10.0,25.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,92,6.6,1241,54.0,21.0,28.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,100,6.8,1781,61.0,15.0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,90,7.1,717,74.0,8.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,93,7.4,16609,61.0,86.0,109.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,91,7.1,31528,48.0,88.0,128.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,109,7.0,1690,62.0,11.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,90,6.5,226,49.0,6.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,159,7.1,4058,59.0,18.0,41.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,114,7.5,3292,71.0,27.0,42.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
